markup,product_type,code,description,ipi,supplier_id,supplier_price,width
"2,28",3,9352,rústico ,0,1,"39,87645","3,00"
"2,28",3,9353,couro sintetico ,0,1,"47,1946","1,40"
"2,28",3,9354,seda,0,1,"290,0377","1,35"
"2,28",3,9355,seda,0,1,"209,09","1,35"
"2,28",3,9356,chenille liso,0,1,"114,04366","1,40"
"2,28",3,9357,chenille liso,0,1,"95,584","1,40"
"2,28",3,9358,chenille liso,0,1,"77,662","1,40"
"2,28",3,9359,tafetá,0,1,"53,4673","1,40"
"2,28",3,9360,camurça ,0,1,"120,04753","1,40"
"2,28",3,9367,voil amassado ,0,1,"55,40885","2,80"
"2,28",3,9368,voil rústico ,0,1,"87,93728","2,80"
"2,28",3,9369,rústico,0,1,"65,59452","2,90"
"2,28",3,9370,rústico ,0,1,"119,45013","2,90"
"2,28",3,9371,tafetá,0,1,"66,9088","1,35"
"2,28",3,9372,voil rústico ,0,1,"77,9607","2,90"
"2,28",3,9373,voil rústico ,0,1,"75,03344","2,90"
"2,28",3,9374,voil rústico ,0,1,"118,2852","2,90"
"2,28",3,9375,voil rústico ,0,1,"77,9607","2,90"
"2,28",3,9376,voil rústico ,0,1,"81,2464","2,90"
"2,28",3,9377,tafeta seda mista ,0,1,"93,43336","1,35"
"2,28",3,9378,tafeta seda mista ,0,1,"93,43336","1,35"
"2,28",3,9379,tafeta seda mista ,0,1,"91,25285","1,35"
"2,28",3,9380,tafeta seda mista ,0,1,"91,25285","1,35"
"2,28",3,9381,tafeta seda mista ,0,1,"91,25285","1,35"
"2,28",3,9382,tafeta seda mista ,0,1,"91,25285","1,35"
"2,28",3,9383,tafeta seda mista ,0,1,"93,43336","1,35"
"2,28",3,9430,chenille ,0,1,"74,31656","1,40"
"2,28",3,9431,chenille ,0,1,"89,61","1,40"
"2,28",3,9432,chenille,0,1,"103,49955","1,37"
"2,28",3,9433,chenille ,0,1,"103,49955","1,37"
"2,28",3,9434,rústico ,0,1,"92,8957","1,40"
"2,28",3,9435,chenille ,0,1,"86,623","1,40"
"2,28",3,9436,chenille ,0,1,"110,8177","1,40"
"2,28",3,9437,seda,0,1,"378,66199","1,35"
"2,28",3,9438,seda,0,1,"378,66199","1,35"
"2,28",3,9439,seda,0,1,"378,66199","1,35"
"2,28",3,9440,seda,0,1,"378,66199","1,35"
"2,28",3,9441,seda ,0,1,"378,66199","1,35"
"2,28",3,9442,seda,0,1,"244,42621","1,35"
"2,28",3,9443,micro seda ,0,1,"43,0128","1,40"
"2,28",3,9444,rústico liso ,0,1,"74,43604","1,50"
"2,28",3,9445,organza amassada(usar forro),0,1,"74,43604","1,20"
"2,28",3,9447,organza (usar forro) ,0,1,"71,688","1,50"
"2,28",3,9448,black out importado ,0,1,"79,1555","2,80"
"2,28",3,9449,veludo     -  liquidação            ,0,1,"46,56733","1,35"
"2,28",3,9450,chenille floral ,0,1,"219,81333","1,40"
"2,28",3,9451,chenille floral ,0,1,"219,81333","1,40"
"2,28",3,9452,chenille listrado ,0,1,"219,81333","1,40"
"2,28",3,9453,chenille listrado ,0,1,"219,81333","1,40"
"2,28",3,9454,chenille liso,0,1,"219,81333","1,40"
"2,28",3,9455,algodão estampado ,0,1,"89,78922","1,40"
"2,28",3,9456,algodão estampado ,0,1,"89,78922","1,40"
"2,28",3,9457,algodão estampado ,0,1,"78,19966","1,40"
"2,28",3,9458,algodão xadrez,0,1,"78,19966","1,40"
"2,28",3,9459,algodão listrado ,0,1,"78,19966","1,40"
"2,28",3,9460,algodão estampado ,0,1,"93,88141","1,40"
"2,28",3,9461,algodão estampado ,0,1,"89,78922","1,40"
"2,28",3,9462,algodão estampado ,0,1,"89,78922","1,40"
"2,28",3,9463,algodão listrado ,0,1,"78,19966","1,40"
"2,28",3,9464,chenille   -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9465,chenille   -  liquidação ,0,1,"58,2465","1,40"
"2,28",3,9466,chenille   -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9467,chenille   -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9468,chenille   -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9469,chenille   -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9470,chenille   -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9471,chenille   -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9472,chenille   -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9473,chenille   -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9474,algodão liso ,0,1,"65,83348","1,40"
"2,28",3,9475,organza amassada,0,1,"80,58926","2,70"
"2,28",3,9476,organza bordada,0,1,"132,9215","2,70"
"2,28",3,9477,organza bordada,0,1,"132,9215","2,70"
"2,28",3,9478,organza bordada,0,1,"132,9215","2,70"
"2,28",3,9479,flamê,0,1,"89,87883","2,80"
"2,28",3,9480,flamê,0,1,"66,99841","2,80"
"2,28",3,9481,voil,0,1,"66,99841","2,80"
"2,28",3,9482,organza listrada,0,1,"85,87625","3,00"
"2,28",3,9483,jacquard amassado ,0,1,"87,16066","1,50"
"2,28",3,9484,linho ,0,1,"110,13069","2,70"
"2,28",3,9485,linho ,0,1,"107,17356","2,70"
"2,28",3,9486,linho ,0,1,"102,06579","2,70"
"2,28",3,9487,flamê amassado ,0,1,"66,99841","2,70"
"2,28",3,9488,devorê,0,1,"75,39188","1,40"
"2,28",3,9489,jacquard,0,1,"118,49429","2,80"
"2,28",3,9490,voil,0,1,"66,99841","2,80"
"2,28",3,9491,voil,0,1,"67,35685","2,80"
"2,28",3,9492,flamê,0,1,"83,87496","2,80"
"2,28",3,9493,rústico  ,0,1,"71,15034","3,00"
"2,28",3,9494,microseda,0,1,"83,00873","3,00"
"2,28",3,9495,organza,0,1,"96,92815","3,00"
"2,28",3,9496,rústico  ,0,1,"100,48268","3,00"
"2,28",3,9497,seda,0,1,"198,42641","3,00"
"2,28",3,9498,organza,0,1,"65,17634","3,00"
"2,28",3,9499,organza ,0,1,"69,8958","2,80"
"2,28",3,9500,chenille    -  liquidação,0,1,"34,88816","1,35"
"2,28",3,9501,rústico      -  liquidação              ,0,1,"34,88816","1,35"
"2,28",3,9502,chenille    -  liquidação,0,1,"34,88816","1,35"
"2,28",3,9503,rústico      -  liquidação              ,0,1,"34,88816","1,35"
"2,28",3,9504,rústico      -  liquidação              ,0,1,"34,88816","1,35"
"2,28",3,9505,bouclet,0,1,"82,79964","1,35"
"2,28",3,9506,chenille ,0,1,"86,623","1,35"
"2,28",3,9507,chenille ,0,1,"65,4153","1,40"
"2,28",3,9508,rústico ,0,1,"119,71896","1,35"
"2,28",3,9509,chenille ,0,1,"114,76054","1,35"
"2,28",3,9510,rústico ,0,1,"99,79567","1,35"
"2,28",3,9511,chenille ,0,1,"90,17753","1,35"
"2,28",3,9512,rústico ,0,1,"83,0386","1,35"
"2,28",3,9513,veludo viscose  -  liquidação            ,0,1,"46,56733","1,35"
"2,28",3,9514,veludo flamê viscose -  liquidação        ,0,1,"46,56733","1,35"
"2,28",3,9515,jacquard ,0,1,"218,051","1,38"
"2,28",3,9516,chenille ,0,1,"128,7397","1,38"
"2,28",3,9517,jaquard,0,1,"158,43048","1,38"
"2,28",3,9518,chenille ,0,1,"128,7397","1,38"
"2,28",3,9519,rustico,0,1,"104,8437","1,38"
"2,28",3,9520,flamê,0,1,"146,0643","1,38"
"2,28",3,9521,rústico ,0,1,"104,8437","1,38"
"2,28",3,9522,rústico ,0,1,"86,0256","1,38"
"2,28",3,9523,chenille,0,1,"86,0256","1,38"
"2,28",3,9524,chenille,0,1,"128,7397","1,38"
"2,28",3,9525,chenille ,0,1,"79,1555","1,38"
"2,28",3,9526,veludo bordado   -  liquidação,0,1,"46,56733","1,35"
"2,28",3,9527,veludo cotelê   -  liquidação  ,0,1,"46,56733","1,35"
"2,28",3,9529,organza ,0,1,"72,2854","2,80"
"2,28",3,9530,sarja,0,1,"47,25434","1,60"
"2,28",3,9532,sarja,0,1,"40,77255","1,60"
"2,28",3,9533,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9534,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9535,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9536,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9537,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9538,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9539,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9540,lona  -  liquidação      ,0,1,"34,88816","1,40"
"2,28",3,9541,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9542,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9543,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9544,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9545,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9546,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9547,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9548,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9549,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9550,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9551,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9552,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9553,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9554,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9555,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9556,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9557,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9558,chenille  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9559,chenille  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9560,chenille  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9561,chenille  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9562,chenille  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9563,rústico    -  liquidação          ,0,1,"34,88816","1,40"
"2,28",3,9564,rústico    -  liquidação             ,0,1,"34,88816","1,40"
"2,28",3,9565,chenille  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9566,rústico    -  liquidação         ,0,1,"34,88816","1,35"
"2,28",3,9567,chenille,0,1,"80,29056","1,40"
"2,28",3,9568,rústico ,0,1,"56,1556","1,40"
"2,28",3,9569,chenille,0,1,"113,98392","1,40"
"2,28",3,9570,chenille ,0,1,"113,98392","1,40"
"2,28",3,9571,chenille ,0,1,"78,52823","1,40"
"2,28",3,9572,veloutê ,0,1,"120,58519","1,40"
"2,28",3,9573,veloutê ,0,1,"104,27617","1,40"
"2,28",3,9574,shantung,0,1,"78,37888","1,40"
"2,28",3,9575,shantung,0,1,"71,29969","1,40"
"2,28",3,9576,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9577,lona  -  liquidação        ,0,1,"34,88816","1,40"
"2,28",3,9578,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9579,algodão ,0,1,"41,72839","1,40"
"2,28",3,9580,algodão ,0,1,"45,25305","1,40"
"2,28",3,9581,algodão,0,1,"65,20621","2,40"
"2,28",3,9582,algodão ,0,1,"60,66597","1,40"
"2,28",3,9583,algodão,0,1,"55,8569","1,40"
"2,28",3,9584,algodão ,0,1,"55,8569","1,40"
"2,28",3,9585,algodão ,0,1,"47,85174","1,40"
"2,28",3,9586,algodão ,0,1,"52,60107","1,40"
"2,28",3,9587,algodão ,0,1,"52,60107","1,40"
"2,28",3,9588,algodão ,0,1,"47,85174","1,40"
"2,28",3,9589,algodão ,0,1,"47,85174","1,40"
"2,28",3,9590,algodão ,0,1,"52,60107","1,40"
"2,28",3,9591,algodão ,0,1,"65,20621","2,40"
"2,28",3,9592,algodão ,0,1,"59,53091","1,40"
"2,28",3,9593,algodão,0,1,"52,51146","1,40"
"2,28",3,9594,algodão ,0,1,"65,20621","2,40"
"2,28",3,9595,algodão ,0,1,"65,20621","2,40"
"2,28",3,9596,algodão ,0,1,"65,20621","2,40"
"2,28",3,9597,voil amassado ,0,1,"55,40885","2,80"
"2,28",3,9598,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9599,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9600,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9601,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9602,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9603,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9604,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9605,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9606,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9607,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9608,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9609,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9610,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9611,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9612,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9613,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9614,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9615,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9616,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9617,lona  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9618,lona  -  liquidação,0,1,"46,56733","1,40"
"2,28",3,9619,lona  -  liquidação,0,1,"46,56733","1,40"
"2,28",3,9620,lona  -  liquidação,0,1,"46,56733","1,40"
"2,28",3,9621,lona  -  liquidação,0,1,"46,56733","1,40"
"2,28",3,9622,lona  -  liquidação,0,1,"46,56733","1,40"
"2,28",3,9623,lona  -  liquidação,0,1,"46,56733","1,40"
"2,28",3,9624,lona  -  liquidação,0,1,"46,56733","1,40"
"2,28",3,9625,lona  -  liquidação,0,1,"46,56733","1,40"
"2,28",3,9626,chenille ,0,1,"161,41748","1,35"
"2,28",3,9627,chenille ,0,1,"70,64255","1,35"
"2,28",3,9628,chenille,0,1,"112,9086","1,35"
"2,28",3,9629,chenille ,0,1,"112,9086","1,35"
"2,28",3,9630,estampado,0,1,"86,0256","1,40"
"2,28",3,9631,estampado,0,1,"96,7788","1,40"
"2,28",3,9632,estampado,0,1,"107,2333","1,40"
"2,28",3,9633,estampado,0,1,"103,26059","1,40"
"2,28",3,9634,estampado,0,1,"96,7788","1,40"
"2,28",3,9635,estampado,0,1,"78,19966","1,40"
"2,28",3,9636,estampado,0,1,"98,75022","1,40"
"2,28",3,9637,estampado,0,1,"98,75022","1,40"
"2,28",3,9638,estampado,0,1,"103,26059","1,40"
"2,28",3,9639,estampado,0,1,"103,26059","1,40"
"2,28",3,9640,listrado,0,1,"96,7788","1,40"
"2,28",3,9641,estampado,0,1,"78,19966","1,40"
"2,28",3,9642,listrado ,0,1,"78,19966","1,40"
"2,28",3,9643,estampado,0,1,"103,29046","1,40"
"2,28",3,9644,listrado,0,1,"78,19966","1,40"
"2,28",3,9645,listrado ,0,1,"78,19966","1,40"
"2,28",3,9646,estampado,0,1,"119,09169","1,40"
"2,28",3,9647,estampado,0,1,"103,29046","1,40"
"2,28",3,9648,estampado,0,1,"103,29046","1,40"
"2,28",3,9649,estampado,0,1,"103,29046","1,40"
"2,28",3,9650,estampado,0,1,"98,75022","1,40"
"2,28",3,9651,listrado ,0,1,"78,19966","1,40"
"2,28",3,9652,estampado,0,1,"103,29046","1,40"
"2,28",3,9653,estampado,0,1,"103,29046","1,40"
"2,28",3,9654,listrado,0,1,"96,7788","1,40"
"2,28",3,9655,couro sintetico ,0,1,"63,3244","1,40"
"2,28",3,9656,couro sintetico ,0,1,"87,57884","1,35"
"2,28",3,9658,couro sintetico ,0,1,"75,5711","1,40"
"2,28",3,9659,couro sintetico ,0,1,"65,4153","1,35"
"2,28",3,9660,couro sintetico ,0,1,"63,3244","1,40"
"2,28",3,9661,estampado,0,1,"103,29046","1,40"
"2,28",3,9662,listrado,0,1,"96,7788","1,40"
"2,28",3,9663,rústico ,0,1,"117,47871","1,40"
"2,28",3,9664,rústico ,0,1,"126,82802","1,40"
"2,28",3,9665,rústico ,0,1,"103,67877","1,40"
"2,28",3,9666,rústico ,0,1,"90,53597","1,40"
"2,28",3,9667,rústico ,0,1,"73,03215","1,40"
"2,28",3,9668,rústico ,0,1,"126,02153","1,40"
"2,28",3,9669,rústico ,0,1,"112,28133","1,40"
"2,28",3,9670,camurça ,0,1,"61,74129","1,50"
"2,28",3,9671,toile de jouy,0,1,"78,19966","1,40"
"2,28",3,9672,jacquard  -  liquidação,0,1,"34,88816","1,30"
"2,28",3,9673,jacquard  -  liquidação,0,1,"34,88816","1,26"
"2,28",3,9674,jacquard  -  liquidação,0,1,"34,88816","1,30"
"2,28",3,9675,jacquard  -  liquidação,0,1,"34,88816","1,30"
"2,28",3,9676,jacquard  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9677,jacquard  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9678,jacquard  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9679,algodão liso  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9680,damasco  -  liquidação ,0,1,"34,88816","1,35"
"2,28",3,9681,damasco  -  liquidação,0,1,"34,88816","1,35"
"2,28",3,9682,damasco  -  liquidação   ,0,1,"34,88816","1,35"
"2,28",3,9683,damasco   -  liquidação,0,1,"34,88816","1,35"
"2,28",3,9684,damasco   -  liquidação,0,1,"34,88816","1,35"
"2,28",3,9685,damasco   -  liquidação,0,1,"34,88816","1,35"
"2,28",3,9686,damasco   -  liquidação,0,1,"34,88816","1,35"
"2,28",3,9687,damasco   -  liquidação,0,1,"34,88816","1,35"
"2,28",3,9688,damasco   -  liquidação,0,1,"34,88816","1,35"
"2,28",3,9689,damasco  -  liquidação ,0,1,"34,88816","1,35"
"2,28",3,9690,jacquard  -  liquidação,0,1,"34,88816","1,35"
"2,28",3,9691,jacquard  -  liquidação,0,1,"34,88816","1,35"
"2,28",3,9692,damasco   -  liquidação,0,1,"34,88816","1,35"
"2,28",3,9693,jacquard  -  liquidação,0,1,"34,88816","1,35"
"2,28",3,9694,jacquard  -  liquidação,0,1,"34,88816","1,35"
"2,28",3,9695,jacquard  -  liquidação,0,1,"34,88816","1,35"
"2,28",3,9696,jacquard  -  liquidação,0,1,"34,88816","1,35"
"2,28",3,9697,couro sintético ,0,1,"60,9348","1,40"
"2,28",3,9698,couro sintetico,0,1,"86,44378","1,40"
"2,28",3,9699,couro sintetico stretch,0,1,"129,6358","1,40"
"2,28",3,9702,flamê seda mista,0,1,"96,27101","1,35"
